order_id,customer_id,order_date,order_status,channel,region_id,shipping_date,delivery_date,discount_pct,payment_method
332,332,2024-03-24,delivered,2,7,2024-03-28,2024-04-06,10.04,debit_card
333,166,05/25/2023,shipped,2,13,28/05/2023,11/06/2023,11.44,debit_card
334,106,09/24/2022,shipped,1,1,25/09/2022,26/09/2022,13.5,debit_card
335,156,2021-12-01,cancelled,2,13,2021-12-04,2021-12-08,3.43,credit_card
336,438,2022-03-04,cancelled,2,4,05/03/2022,13/03/2022,14.76,credit_card
337,482,09/29/2023,delivered,3,7,2023-10-04,2023-10-10,24.63,credit_card
338,4,2023-02-18,cancelled,3,5,2023-02-22,2023-03-08,10.85,credit_card
339,488,2022-07-17,delivered,2,3,2022-07-20,21/07/2022,3.2,credit_card
340,339,24/08/2022,delivered,4,3,08/29/2022,2022-09-05,12.96,debit_card
341,16,2023-10-16,shipped,1,5,2023-10-19,26/10/2023,0.71,afterpay
342,24,2024-01-10,cancelled,2,,2024-01-15,2024-01-27,22.43,afterpay
343,439,01/05/2024,cancelled,2,1,2024-01-07,2024-01-21,11.74,afterpay
344,384,2024-03-15,shipped,1,3,17/03/2024,21/03/2024,2.05,paypal
345,95,12/09/2024,delivered,2,10,09/15/2024,2024-09-27,14.43,paypal
346,339,2021-10-25,delivered,4,11,26/10/2021,07/11/2021,4.95,afterpay
347,166,2021-01-24,delivered,2,11,01/28/2021,2021-02-05,24.27,credit_card
348,382,2022-07-27,delivered,2,5,08/01/2022,08/07/2022,21.8,credit_card
349,401,01/19/2023,cancelled,2,8,01/20/2023,2023-01-29,3.01,afterpay
350,284,06/19/2021,delivered,1,4,21/06/2021,2021-06-28,17.01,apple_pay
351,186,10/01/2024,shipped,1,11,2024-01-15,18/01/2024,15.86,paypal
352,26,04/01/2023,delivered,4,8,05/04/2023,2023-04-14,18.04,credit_card
353,387,2023-04-21,shipped,1,13,2023-04-23,01/05/2023,24.46,debit_card
354,428,19/12/2022,pending,4,2,12/21/2022,12/26/2022,14.65,credit_card
355,327,2021-08-29,delivered,2,10,01/09/2021,2021-09-10,16.51,credit_card
356,175,2022-07-12,pending,1,11,07/16/2022,30/07/2022,14.62,apple_pay
357,53,2021-07-01,delivered,2,11,07/06/2021,07/16/2021,17.54,paypal
358,328,07/11/2023,delivered,3,,2023-11-11,11/22/2023,17.83,credit_card
359,400,2024-12-22,cancelled,4,10,2024-12-27,2025-01-06,23.13,debit_card
360,185,2024-04-03,delivered,2,,2024-04-08,2024-04-15,16.18,credit_card
361,465,02/22/2021,shipped,3,2,02/27/2021,03/02/2021,10.3,paypal
362,499,05/25/2022,delivered,4,12,2022-05-29,06/11/2022,6.58,debit_card
363,433,2023-10-21,pending,2,13,2023-10-24,10/30/2023,5.69,apple_pay
364,255,02/08/2024,shipped,2,8,08/06/2024,2024-08-10,20.15,credit_card
365,98,2024-04-06,delivered,3,13,2024-04-11,2024-04-23,4.45,paypal
366,75,2022-11-28,delivered,4,2,12/01/2022,08/12/2022,18.41,afterpay
367,423,25/03/2021,shipped,3,1,2021-03-30,02/04/2021,20.83,debit_card
368,7,2022-08-31,shipped,1,8,2022-09-01,09/15/2022,13.78,credit_card
369,408,16/01/2023,delivered,2,6,20/01/2023,2023-01-26,1.93,apple_pay
370,363,02/09/2023,delivered,1,4,2023-09-05,09/07/2023,17.94,apple_pay
371,429,2021-04-19,cancelled,4,2,04/24/2021,2021-05-02,4.28,credit_card
372,76,2021-05-11,delivered,3,10,14/05/2021,2021-05-16,22.41,debit_card
373,339,07/15/2023,delivered,3,4,2023-07-20,2023-08-01,21.9,credit_card
374,387,04/01/2023,delivered,1,2,05/01/2023,2023-01-18,18.26,credit_card
375,476,2023-10-11,delivered,4,10,12/10/2023,10/18/2023,17.13,debit_card
376,50,2022-09-30,delivered,3,8,10/02/2022,2022-10-14,6.51,credit_card
377,269,2022-06-12,pending,1,11,06/17/2022,2022-06-18,4.21,paypal
378,15,2024-03-09,delivered,2,4,12/03/2024,03/26/2024,12.46,apple_pay
379,91,2023-06-22,delivered,1,,06/24/2023,07/03/2023,0.97,credit_card
380,179,2024-10-30,shipped,1,8,2024-11-04,2024-11-13,3.88,credit_card
381,343,2024-02-10,pending,2,8,2024-02-13,2024-02-17,10.11,credit_card
382,336,19/10/2022,delivered,1,7,10/24/2022,2022-11-03,16.08,afterpay
383,223,02/12/2023,pending,3,9,2023-02-16,2023-02-17,9.72,debit_card
384,485,07/02/2021,delivered,1,3,2021-07-07,19/07/2021,18.48,paypal
385,494,2024-01-07,pending,1,3,11/01/2024,23/01/2024,17.03,credit_card
386,164,05/30/2021,delivered,2,,2021-06-01,09/06/2021,23.05,credit_card
387,417,2022-11-09,shipped,1,7,11/13/2022,27/11/2022,3.54,credit_card
388,378,2022-07-13,cancelled,4,5,2022-07-14,2022-07-21,4.74,credit_card
389,393,07/09/2023,shipped,1,3,2023-07-11,07/13/2023,12.21,apple_pay
390,147,2022-08-07,delivered,4,4,2022-08-10,2022-08-12,13.87,credit_card
391,58,2022-04-14,pending,2,13,2022-04-18,21/04/2022,10.9,debit_card
392,372,2022-10-14,pending,3,5,2022-10-19,20/10/2022,8.75,paypal
393,259,05/11/2021,shipped,2,12,13/05/2021,24/05/2021,21.78,apple_pay
394,494,2022-10-13,pending,1,,14/10/2022,2022-10-25,18.01,credit_card
395,120,2021-01-13,cancelled,4,13,2021-01-14,2021-01-24,21.43,apple_pay
396,331,2023-03-02,delivered,2,4,2023-03-07,14/03/2023,15.32,afterpay
397,275,01/08/2023,shipped,2,7,10/01/2023,2023-01-15,22.05,afterpay
398,211,2024-12-26,delivered,2,6,2024-12-28,2025-01-04,10.14,afterpay
399,187,11/23/2022,delivered,2,4,2022-11-27,2022-11-30,4.77,paypal
400,330,2022-09-21,shipped,1,11,2022-09-25,28/09/2022,22.62,debit_card
401,173,04/02/2024,shipped,4,1,2024-02-08,17/02/2024,9.65,debit_card
402,211,2022-10-11,cancelled,1,8,2022-10-13,2022-10-27,23.33,credit_card
403,11,01/18/2021,pending,3,4,2021-01-21,2021-02-04,23.95,paypal
404,361,2021-12-25,delivered,2,3,12/28/2021,30/12/2021,2.96,credit_card
405,340,10/28/2021,cancelled,4,8,2021-10-29,11/11/2021,4.26,afterpay
406,458,10/02/2021,cancelled,1,6,2021-02-15,21/02/2021,3.37,credit_card
407,165,08/22/2022,delivered,1,,23/08/2022,08/29/2022,22.28,apple_pay
408,463,2021-02-18,cancelled,2,12,2021-02-21,02/24/2021,11.22,apple_pay
409,17,09/25/2021,delivered,3,7,2021-09-26,10/08/2021,11.75,paypal
410,412,2023-11-16,cancelled,3,12,2023-11-20,12/02/2023,4.82,apple_pay
411,459,2021-08-21,pending,2,2,2021-08-23,2021-09-05,1.62,credit_card
412,7,2022-11-30,delivered,1,8,01/12/2022,04/12/2022,8.27,credit_card
413,475,06/16/2021,shipped,1,7,17/06/2021,2021-06-29,5.83,debit_card
414,9180,12/10/2023,delivered,2,10,10/14/2023,22/10/2023,1.53,apple_pay
415,295,01/23/2022,delivered,2,3,2022-01-24,02/05/2022,18.91,debit_card
416,219,2022-05-29,delivered,3,5,2022-05-31,2022-05-28,1.62,credit_card
417,392,07/03/2023,pending,3,12,2023-07-04,07/10/2023,16.95,credit_card
418,416,09/11/2023,delivered,3,9,2023-09-15,2023-09-20,4.76,afterpay
419,167,2023-04-06,cancelled,2,13,10/04/2023,2023-04-18,23.74,paypal
420,8,2023-06-09,delivered,2,4,2023-06-11,2023-06-14,9.78,debit_card
421,156,2024-01-31,delivered,2,8,02/02/2024,2024-02-06,23.68,credit_card
422,9315,25/10/2022,delivered,2,9,10/29/2022,11/08/2022,20.09,credit_card
423,317,2023-05-29,delivered,3,6,2023-05-30,2023-06-09,20.18,afterpay
424,190,05/05/2023,shipped,1,6,05/07/2023,13/05/2023,22.55,debit_card
425,495,10/22/2022,delivered,1,4,2022-10-27,2022-10-31,6.23,debit_card
426,320,21/10/2022,pending,2,5,10/26/2022,2022-11-03,9.74,afterpay
427,127,04/03/2022,delivered,1,8,04/04/2022,10/04/2022,19.59,apple_pay
428,310,2021-09-04,delivered,1,13,09/05/2021,09/17/2021,6.21,debit_card
429,74,2022-08-30,pending,4,2,31/08/2022,2022-09-11,19.39,paypal
430,56,07/15/2022,cancelled,4,5,2022-07-18,07/22/2022,3.21,debit_card
431,162,02/08/2023,delivered,3,7,2023-02-09,2023-02-20,15.33,credit_card
432,368,09/28/2021,cancelled,1,9,09/29/2021,2021-10-01,17.85,afterpay
433,176,23/05/2021,cancelled,4,11,2021-05-27,05/06/2021,17.36,credit_card
434,391,19/06/2022,shipped,1,1,21/06/2022,22/06/2022,21.07,debit_card
435,257,2022-10-17,delivered,4,1,2022-10-21,2022-11-03,7.24,debit_card
436,302,2021-03-15,shipped,3,12,17/03/2021,27/03/2021,22.04,apple_pay
437,4,09/07/2024,delivered,3,9,07/14/2024,07/19/2024,20.87,afterpay
438,62,2024-08-25,delivered,2,11,29/08/2024,30/08/2024,10.14,apple_pay
439,377,09/04/2022,delivered,3,8,06/09/2022,2022-09-16,15.65,paypal
440,7,2022-03-20,shipped,2,7,2022-03-23,03/27/2022,11.45,credit_card
441,439,05/24/2022,pending,1,1,2022-05-29,2022-05-31,21.43,credit_card
442,291,11/23/2021,pending,2,7,2021-11-24,2021-11-30,9.32,paypal
443,73,2022-06-23,cancelled,2,11,2022-06-25,27/06/2022,22.01,afterpay
444,446,2024-04-02,delivered,2,10,2024-04-07,2024-04-12,18.29,afterpay
445,222,2023-08-12,cancelled,1,11,14/08/2023,08/15/2023,19.24,credit_card
446,344,2022-07-11,shipped,1,11,13/07/2022,2022-07-25,14.08,paypal
447,187,07/01/2021,delivered,1,3,07/04/2021,2021-07-12,22.55,debit_card
448,298,2023-04-03,delivered,2,11,2023-04-07,04/13/2023,12.36,debit_card
449,171,05/01/2023,delivered,1,11,01/09/2023,17/01/2023,1.07,apple_pay
450,72,26/02/2022,delivered,1,9,02/03/2022,03/04/2022,12.99,afterpay
451,60,2022-10-29,delivered,1,11,01/11/2022,2022-11-10,5.48,debit_card
452,428,2024-11-22,shipped,1,2,11/23/2024,06/12/2024,22.9,apple_pay
453,327,2021-07-17,shipped,1,4,2021-07-18,07/19/2021,19.4,credit_card
454,207,2021-01-22,delivered,3,4,2021-01-27,2021-02-01,15.48,afterpay
455,164,12/21/2022,pending,1,7,2022-12-24,2023-01-05,19.24,afterpay
456,20,09/26/2023,pending,1,4,30/09/2023,2023-10-05,17.89,credit_card
457,166,2022-09-27,delivered,1,1,2022-10-01,05/10/2022,14.84,afterpay
458,141,2024-11-28,delivered,2,12,12/02/2024,15/12/2024,14.64,credit_card
459,149,16/05/2024,delivered,1,2,2024-05-20,2024-05-22,138.79,paypal
460,94,03/04/2022,delivered,2,8,2022-04-08,2022-04-22,23.7,afterpay
461,188,2024-12-02,cancelled,2,6,2024-12-03,2024-12-15,2.66,credit_card
462,135,2024-09-23,delivered,2,3,09/27/2024,10/04/2024,4.05,afterpay
463,35,09/06/2024,shipped,1,4,2024-09-11,2024-09-18,7.51,credit_card
464,269,2024-09-25,delivered,3,4,30/09/2024,2024-09-29,20.03,debit_card
465,199,2024-02-07,delivered,2,11,12/02/2024,26/02/2024,12.75,credit_card
466,386,27/04/2023,delivered,4,1,04/30/2023,2023-05-04,1.07,afterpay
467,311,04/06/2022,delivered,1,9,2022-04-08,2022-04-16,16.15,afterpay
468,308,03/05/2021,cancelled,1,3,03/06/2021,03/15/2021,1.0,paypal
469,438,21/08/2023,delivered,1,12,2023-08-25,09/01/2023,14.0,credit_card
470,355,30/09/2023,delivered,1,5,10/05/2023,10/14/2023,23.35,debit_card
471,290,27/01/2022,delivered,1,11,01/30/2022,03/02/2022,6.6,credit_card
472,352,11/01/2023,delivered,1,8,16/01/2023,01/25/2023,4.34,debit_card
473,455,2024-08-19,cancelled,2,5,08/22/2024,2024-08-26,11.48,afterpay
474,417,2024-02-02,cancelled,3,8,03/02/2024,02/05/2024,24.77,credit_card
475,219,2024-07-10,cancelled,4,6,2024-07-15,2024-07-17,4.53,paypal
476,56,2024-01-29,delivered,2,11,02/01/2024,02/04/2024,1.0,paypal
477,221,05/08/2022,shipped,1,5,10/05/2022,20/05/2022,8.84,afterpay
478,105,2024-01-15,delivered,2,10,16/01/2024,19/01/2024,6.74,afterpay
479,313,06/12/2021,shipped,2,11,08/12/2021,2021-12-13,14.49,credit_card
480,210,2024-12-30,cancelled,4,10,2025-01-03,01/06/2025,0.58,paypal
481,11,2023-10-20,delivered,1,4,25/10/2023,2023-11-01,17.59,debit_card
482,112,06/10/2022,delivered,3,4,2022-10-10,2022-10-15,21.94,credit_card
483,410,02/14/2021,cancelled,1,8,19/02/2021,02/25/2021,11.13,paypal
484,467,2022-06-17,cancelled,1,11,06/19/2022,2022-06-22,13.27,debit_card
485,47,2024-12-19,shipped,1,5,12/20/2024,30/12/2024,23.3,debit_card
486,210,01/10/2022,shipped,1,10,10/06/2022,2022-10-08,16.37,afterpay
487,459,2021-12-10,shipped,1,12,2021-12-11,12/24/2021,19.32,credit_card
488,92,2021-11-09,delivered,3,3,2021-11-11,15/11/2021,12.83,debit_card
489,25,2023-08-19,shipped,1,6,21/08/2023,25/08/2023,6.98,credit_card
490,311,2021-03-28,pending,1,13,04/01/2021,2021-03-30,18.86,paypal
491,269,2023-04-15,shipped,1,1,2023-04-20,2023-05-04,14.99,paypal
492,192,18/02/2021,delivered,2,7,02/22/2021,2021-02-26,18.76,debit_card
493,73,2021-02-03,shipped,4,12,07/02/2021,12/02/2021,22.06,credit_card
494,473,2021-07-27,delivered,4,11,2021-07-30,2021-07-31,1.95,credit_card
495,181,11/10/2022,shipped,1,3,2022-11-13,2022-11-22,14.04,afterpay
496,172,2024-06-09,cancelled,3,1,2024-06-12,2024-06-22,14.64,debit_card
497,478,2023-02-13,delivered,3,3,17/02/2023,2023-03-01,22.87,credit_card
498,156,25/01/2021,shipped,4,13,2021-01-27,2021-02-03,3.79,debit_card
499,440,03/18/2021,delivered,4,3,03/22/2021,2021-04-04,12.34,paypal
500,296,18/02/2024,delivered,1,3,21/02/2024,2024-03-03,20.88,afterpay
501,248,12/07/2022,delivered,2,7,17/07/2022,22/07/2022,14.79,debit_card
502,238,2021-11-10,pending,2,7,2021-11-15,11/24/2021,8.28,credit_card
503,224,2023-04-12,cancelled,1,6,2023-04-14,21/04/2023,2.96,afterpay
504,221,2022-04-27,delivered,3,3,2022-04-29,09/05/2022,14.84,apple_pay
505,220,10/06/2023,pending,1,3,2023-10-08,2023-10-07,21.09,debit_card
506,458,2022-09-27,delivered,1,1,2022-09-28,2022-09-29,20.54,paypal
507,304,2022-08-20,delivered,3,3,2022-08-25,27/08/2022,15.15,credit_card
508,146,2021-03-07,cancelled,4,13,2021-03-10,21/03/2021,23.79,paypal
509,342,2022-10-31,shipped,2,1,02/11/2022,10/11/2022,14.69,credit_card
510,38,08/02/2022,delivered,4,7,05/08/2022,2022-08-15,23.25,credit_card
511,18,2023-01-16,shipped,1,1,2023-01-20,01/24/2023,20.09,afterpay
512,69,11/01/2022,delivered,1,10,2022-11-05,2022-11-16,4.6,afterpay
513,449,2022-11-17,shipped,1,8,11/18/2022,11/21/2022,22.68,apple_pay
514,191,11/22/2022,pending,1,4,2022-11-23,01/12/2022,8.31,afterpay
515,395,2021-03-22,cancelled,1,8,2021-03-27,2021-04-05,8.32,afterpay
516,469,05/31/2024,delivered,2,8,2024-06-02,06/08/2024,22.29,credit_card
517,272,2022-04-15,pending,4,1,2022-04-17,05/01/2022,23.97,apple_pay
518,340,04/15/2021,cancelled,1,5,20/04/2021,24/04/2021,21.38,credit_card
519,351,05/30/2023,pending,4,1,06/02/2023,2023-06-13,23.28,debit_card
520,464,24/05/2023,shipped,3,5,2023-05-26,2023-06-01,17.29,debit_card
521,34,07/08/2022,shipped,1,9,2022-07-09,07/22/2022,19.49,credit_card
522,181,2021-12-28,cancelled,2,1,30/12/2021,08/01/2022,15.51,paypal
523,83,2023-12-06,delivered,1,11,2023-12-11,15/12/2023,8.5,debit_card
524,98,2024-06-25,delivered,2,2,2024-06-29,2024-07-12,18.62,paypal
525,329,2023-01-26,shipped,1,10,2023-01-27,01/28/2023,24.69,afterpay
526,44,10/02/2021,pending,1,10,2021-10-07,2021-10-16,12.36,credit_card
527,163,05/19/2022,delivered,1,2,2022-05-24,07/06/2022,7.51,paypal
528,175,2023-04-24,pending,3,12,29/04/2023,2023-05-05,0.57,paypal
529,59,2021-07-14,delivered,2,10,07/17/2021,07/23/2021,20.01,credit_card
530,459,2023-04-07,pending,3,5,2023-04-10,2023-04-17,3.42,credit_card
531,241,2023-01-10,cancelled,1,9,2023-01-15,2023-01-17,6.19,debit_card
532,374,21/12/2024,shipped,1,11,2024-12-23,04/01/2025,126.15,credit_card
533,221,03/09/2022,delivered,3,6,13/03/2022,2022-03-17,24.34,credit_card
534,216,2022-06-07,delivered,4,10,12/06/2022,11/06/2022,6.32,credit_card
535,9215,2022-04-18,shipped,4,3,2022-04-19,2022-05-01,6.91,credit_card
536,175,02/27/2022,cancelled,1,2,2022-03-01,04/03/2022,8.13,credit_card
537,75,2022-02-28,cancelled,1,11,2022-03-03,2022-03-07,12.22,debit_card
538,32,2021-05-03,delivered,4,2,2021-05-07,2021-05-16,3.52,apple_pay
539,233,2022-12-14,delivered,1,5,16/12/2022,2022-12-24,24.09,debit_card
540,331,09/23/2023,cancelled,2,2,2023-09-25,2023-10-04,9.27,credit_card
541,291,08/08/2021,shipped,1,11,2021-08-11,2021-08-16,21.4,debit_card
542,491,02/10/2021,delivered,1,8,02/15/2021,22/02/2021,2.71,credit_card
543,206,10/03/2024,delivered,4,8,2024-10-08,18/10/2024,22.26,apple_pay
544,171,2023-10-07,shipped,1,10,2023-10-11,2023-10-10,5.78,credit_card
545,500,01/29/2024,cancelled,2,6,2024-01-31,04/02/2024,6.41,credit_card
546,175,04/30/2022,delivered,1,10,01/05/2022,2022-05-03,15.73,afterpay
547,419,03/20/2022,cancelled,1,4,2022-03-23,25/03/2022,6.94,credit_card
548,379,19/07/2021,delivered,2,3,24/07/2021,25/07/2021,5.86,paypal
549,236,05/06/2021,delivered,1,2,2021-05-10,14/05/2021,18.1,credit_card
550,33,22/11/2021,cancelled,1,9,26/11/2021,2021-11-27,21.07,debit_card
551,213,08/11/2021,cancelled,3,12,2021-08-13,25/08/2021,13.87,apple_pay
552,273,2024-09-14,delivered,1,13,16/09/2024,2024-09-24,7.89,paypal
553,193,2024-01-02,cancelled,1,12,2024-01-03,2024-01-17,1.34,credit_card
554,298,2024-12-30,delivered,1,4,01/01/2025,2025-01-02,6.01,paypal
555,269,06/01/2024,pending,2,3,2024-01-09,14/01/2024,12.26,apple_pay
556,227,2021-05-27,cancelled,3,8,2021-06-01,2021-06-03,6.91,credit_card
557,16,2021-06-21,delivered,2,10,06/23/2021,2021-07-06,17.2,credit_card
558,384,23/05/2024,pending,2,2,2024-05-25,31/05/2024,12.6,apple_pay
559,343,2024-03-26,delivered,1,2,03/30/2024,2024-04-04,20.61,afterpay
560,21,2023-11-05,cancelled,1,1,11/09/2023,11/10/2023,22.14,apple_pay
561,77,04/10/2023,cancelled,2,13,04/15/2023,17/04/2023,5.7,apple_pay
562,193,03/27/2021,delivered,4,4,2021-03-28,08/04/2021,15.05,debit_card
563,9640,05/05/2021,delivered,3,9,06/05/2021,2021-05-08,13.89,afterpay
564,451,25/05/2022,delivered,2,9,2022-05-27,06/03/2022,9.99,credit_card
565,88,2023-12-05,delivered,1,4,08/12/2023,2023-12-15,18.91,paypal
566,492,05/31/2022,pending,4,5,06/04/2022,2022-06-18,15.79,debit_card
567,207,2022-04-15,delivered,2,5,2022-04-18,04/24/2022,21.64,afterpay
568,406,28/07/2022,delivered,1,9,02/08/2022,08/12/2022,0.56,paypal
569,372,10/02/2021,cancelled,2,12,07/10/2021,21/10/2021,7.24,debit_card
570,107,2022-12-29,shipped,2,2,2023-01-03,2023-01-08,5.55,credit_card
571,450,09/11/2021,delivered,2,10,12/09/2021,2021-09-22,16.97,afterpay
572,438,2021-03-13,delivered,1,13,2021-03-14,2021-03-16,18.96,credit_card
573,467,2022-01-14,shipped,1,6,15/01/2022,2022-01-28,2.8,paypal
574,9635,28/07/2024,delivered,1,10,2024-08-01,08/06/2024,18.12,apple_pay
575,406,12/10/2022,shipped,1,13,11/12/2022,13/12/2022,13.15,afterpay
576,272,05/09/2023,delivered,4,4,2023-09-06,16/09/2023,18.07,afterpay
577,141,2022-11-18,delivered,1,12,11/22/2022,2022-11-24,18.27,paypal
578,122,2023-10-06,cancelled,2,1,2023-10-10,17/10/2023,2.4,credit_card
579,267,21/02/2022,delivered,1,,2022-02-25,04/03/2022,3.85,debit_card
580,131,29/11/2022,delivered,1,3,30/11/2022,12/14/2022,2.72,paypal
581,384,2021-03-24,pending,1,13,26/03/2021,2021-03-31,11.19,credit_card
582,109,2022-04-24,delivered,1,2,04/27/2022,2022-05-07,11.29,paypal
583,147,2024-03-21,shipped,3,10,2024-03-22,04/03/2024,10.07,apple_pay
584,329,23/05/2024,delivered,3,3,27/05/2024,05/29/2024,9.15,apple_pay
585,53,26/08/2022,pending,1,4,08/31/2022,05/09/2022,22.26,afterpay
586,207,2024-02-29,delivered,1,9,2024-03-01,08/03/2024,9.95,credit_card
587,111,26/09/2022,delivered,3,11,2022-09-28,10/07/2022,22.7,credit_card
588,460,2022-12-07,cancelled,1,10,12/08/2022,11/12/2022,0.75,afterpay
589,339,2022-06-29,pending,3,7,2022-07-04,11/07/2022,23.09,debit_card
590,414,19/12/2023,delivered,1,2,12/24/2023,12/30/2023,4.8,credit_card
591,461,2021-03-25,pending,1,1,2021-03-27,2021-04-04,12.85,credit_card
592,427,2023-03-04,delivered,2,10,2023-03-06,2023-03-08,24.24,apple_pay
593,332,26/07/2022,pending,1,12,2022-07-29,2022-08-09,11.33,credit_card
594,74,2021-04-14,delivered,3,1,2021-04-17,21/04/2021,11.02,credit_card
595,207,2023-04-24,delivered,1,9,2023-04-26,2023-05-06,18.65,debit_card
596,290,03/12/2024,delivered,1,7,04/12/2024,2024-12-17,16.87,debit_card
597,46,2021-09-29,delivered,2,6,2021-10-02,14/10/2021,10.03,debit_card
598,348,2021-07-28,pending,2,13,2021-08-02,08/01/2021,20.63,afterpay
599,63,01/25/2022,shipped,1,5,2022-01-29,31/01/2022,14.81,afterpay
600,151,2023-11-12,pending,1,4,13/11/2023,2023-11-20,17.05,credit_card
601,405,21/10/2023,delivered,1,1,2023-10-26,29/10/2023,15.98,paypal
602,266,10/05/2023,shipped,1,8,15/05/2023,2023-05-24,17.17,apple_pay
603,91,2024-01-19,delivered,2,10,2024-01-22,2024-01-29,23.99,afterpay
604,9782,2024-12-04,pending,2,7,2024-12-08,22/12/2024,20.19,credit_card
605,338,12/17/2021,shipped,2,3,2021-12-19,2021-12-30,9.83,credit_card
606,136,2023-04-10,delivered,2,13,2023-04-12,2023-04-24,1.82,apple_pay
607,303,2023-12-31,delivered,1,9,01/03/2024,2024-01-07,13.67,apple_pay
608,355,04/16/2022,delivered,1,12,2022-04-21,2022-04-28,12.68,paypal
609,178,15/07/2023,delivered,1,13,20/07/2023,2023-07-29,17.38,afterpay
610,200,2023-09-06,shipped,2,1,2023-09-11,2023-09-24,11.3,apple_pay
611,273,10/06/2023,cancelled,1,7,11/10/2023,2023-10-14,17.96,credit_card
612,20,08/10/2024,delivered,4,11,2024-08-13,08/24/2024,15.63,afterpay
613,196,06/22/2024,delivered,2,2,06/26/2024,07/06/2024,22.49,debit_card
614,479,09/12/2023,cancelled,2,6,12/13/2023,2023-12-23,15.28,debit_card
615,444,02/03/2022,delivered,2,5,2022-02-08,10/02/2022,17.01,paypal
616,200,10/12/2021,delivered,2,12,2021-12-12,2021-12-19,13.24,paypal
617,188,02/22/2021,delivered,4,9,02/26/2021,07/03/2021,15.25,credit_card
618,100,20/09/2022,delivered,1,10,2022-09-25,27/09/2022,20.81,apple_pay
619,427,2024-12-14,delivered,1,2,2024-12-19,12/23/2024,5.25,paypal
620,104,2021-08-08,shipped,2,7,2021-08-10,08/16/2021,21.15,credit_card
621,9,25/06/2024,delivered,1,2,2024-06-27,2024-07-09,19.24,apple_pay
622,271,07/09/2021,delivered,1,10,12/09/2021,09/21/2021,3.29,afterpay
623,84,2021-10-08,delivered,1,7,2021-10-13,2021-10-26,23.89,paypal
624,153,2021-12-10,shipped,3,12,12/14/2021,12/26/2021,6.99,credit_card
625,431,10/06/2024,delivered,1,2,2024-06-12,2024-06-21,20.31,credit_card
626,80,2022-09-21,delivered,2,2,09/23/2022,10/03/2022,3.28,credit_card
627,107,01/12/2021,delivered,2,11,01/15/2021,2021-01-23,13.89,afterpay
628,301,2024-06-23,delivered,1,12,06/27/2024,2024-06-30,5.55,debit_card
629,383,14/01/2021,shipped,2,12,17/01/2021,2021-01-31,9.22,credit_card
630,69,2022-01-25,pending,1,,2022-01-27,31/01/2022,7.62,afterpay
631,135,2023-09-30,shipped,3,1,02/10/2023,14/10/2023,19.17,paypal
632,246,2023-08-09,delivered,1,11,08/12/2023,24/08/2023,3.39,apple_pay
633,47,2023-11-13,delivered,1,4,2023-11-17,2023-11-24,9.81,debit_card
634,33,2023-07-26,delivered,2,12,07/28/2023,01/08/2023,14.11,debit_card
635,80,03/26/2024,delivered,2,2,31/03/2024,04/04/2024,19.99,debit_card
636,460,12/08/2021,delivered,1,10,2021-12-11,2021-12-23,13.5,afterpay
637,372,2024-08-13,cancelled,4,5,2024-08-17,21/08/2024,0.49,afterpay
638,310,2024-04-07,cancelled,4,2,2024-04-08,11/04/2024,8.28,afterpay
639,363,01/11/2022,shipped,1,4,11/06/2022,2022-11-15,0.7,credit_card
640,405,2021-04-22,delivered,1,5,2021-04-24,04/27/2021,12.22,credit_card
641,108,2024-11-20,delivered,2,4,23/11/2024,2024-12-04,9.86,paypal
642,155,29/04/2022,cancelled,1,10,2022-04-30,2022-05-14,11.51,debit_card
643,330,28/03/2024,shipped,1,2,2024-04-02,14/04/2024,11.95,credit_card
644,296,02/05/2023,cancelled,4,2,2023-05-03,07/05/2023,2.88,debit_card
645,61,2024-11-07,delivered,2,3,2024-11-11,2024-11-18,15.15,credit_card
646,67,06/01/2022,pending,4,3,07/01/2022,17/01/2022,16.54,credit_card
647,151,2024-03-17,shipped,1,1,21/03/2024,03/28/2024,11.38,debit_card
648,52,07/04/2021,delivered,4,11,05/07/2021,18/07/2021,23.05,apple_pay
649,147,2023-02-09,shipped,2,12,2023-02-10,24/02/2023,24.86,credit_card
650,342,11/03/2024,delivered,1,8,03/14/2024,17/03/2024,19.41,afterpay
651,479,06/01/2023,delivered,3,13,2023-01-09,18/01/2023,5.3,afterpay
652,477,2021-04-21,cancelled,4,4,2021-04-22,2021-04-28,6.95,afterpay
653,442,24/04/2024,pending,1,5,2024-04-28,02/05/2024,23.63,credit_card
654,364,2022-08-08,pending,1,6,08/10/2022,2022-08-11,10.14,paypal
655,319,2021-05-13,delivered,3,6,17/05/2021,05/27/2021,21.09,afterpay
656,223,2021-01-06,pending,1,13,07/01/2021,2021-01-16,3.07,afterpay
657,205,2022-07-20,pending,1,,24/07/2022,2022-07-27,2.44,credit_card
658,56,12/03/2022,delivered,1,1,2022-12-04,2022-12-12,2.54,paypal
659,185,12/23/2023,delivered,4,3,12/27/2023,2024-01-01,4.91,afterpay
660,361,30/05/2023,delivered,1,,2023-06-02,10/06/2023,4.97,afterpay
661,473,2022-06-05,cancelled,1,6,2022-06-09,2022-06-16,13.12,credit_card
662,137,2023-04-06,cancelled,3,11,2023-04-10,2023-04-12,18.88,paypal
663,20,02/10/2021,delivered,1,9,2021-02-13,02/23/2021,17.87,debit_card
