item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
661,391,21,1,728.26,90.51,637.75
662,392,90,3,378.95,2.54,1134.31
663,393,54,5,1358.6,1167.99,5625.01
664,393,91,4,365.88,292.38,1171.14
665,393,58,3,442.47,78.16,1249.25
666,393,82,3,89.53,48.57,220.02
667,394,36,1,1022.7,115.36,907.34
668,395,95,5,1228.84,835.06,5309.14
669,396,11,3,1165.56,610.61,2886.07
670,396,3,5,100.53,7.25,495.4
671,396,67,3,944.94,3.15,2831.67
672,397,33,3,889.89,134.51,2535.16
673,9916,69,4,401.37,112.71,1492.77
674,398,51,4,861.82,92.77,3354.51
675,398,90,4,378.95,182.64,1333.16
676,398,14,4,1027.55,290.1,3820.1
677,399,78,1,657.41,40.53,616.88
678,399,10,4,716.95,147.25,2720.55
679,400,93,4,712.79,500.72,2350.44
680,400,30,2,71.26,19.97,122.55
681,400,40,4,321.31,25.61,1259.63
682,401,98,5,1343.69,815.54,5902.91
683,402,24,5,1647.82,1474.36,6764.74
684,402,57,2,584.3,63.54,1105.06
685,403,91,2,365.88,114.32,617.44
686,403,35,3,1098.56,640.29,2655.39
687,404,40,4,321.31,87.33,1197.91
688,404,75,2,663.01,170.89,1155.13
689,405,62,2,1461.17,279.62,2642.72
690,406,61,2,736.96,133.47,1340.45
691,406,73,1,1192.78,203.97,988.81
692,406,40,4,321.31,111.87,1173.37
693,407,11,5,1165.56,140.44,5687.36
694,407,44,5,753.2,495.47,3270.53
695,408,2,5,860.63,682.95,3620.2
696,408,81,3,962.42,488.36,2398.9
697,408,84,4,1628.79,631.89,5883.27
698,409,15,3,813.74,16.62,2424.6
699,410,47,1,552.03,76.98,475.05
700,411,80,5,849.32,745.75,3500.85
701,411,81,2,962.42,188.87,1735.97
702,412,44,4,753.2,235.23,2777.57
703,413,35,2,1098.56,1.42,2195.7
704,414,2,4,860.63,110.54,3331.98
705,414,19,4,259.64,80.82,957.74
706,414,92,5,230.09,133.7,1016.75
707,414,55,4,522.63,9.55,2080.97
708,415,60,4,1338.31,729.48,4623.76
709,415,37,2,1087.4,300.98,1873.82
710,416,46,2,371.49,71.06,671.92
711,417,54,3,1358.6,459.96,3615.84
712,418,3,4,100.53,64.57,337.55
713,418,10,3,716.95,183.72,1967.13
714,419,86,1,183.67,0.78,182.89
715,420,3,2,100.53,8.38,192.68
716,420,74,2,1271.91,385.59,2158.23
717,421,74,3,1271.91,692.65,3123.08
718,422,34,1,203.8,10.08,193.72
719,423,34,4,203.8,149.16,666.04
720,423,25,2,1729.75,389.46,3070.04
721,423,50,4,676.46,367.98,2337.86
722,424,25,5,1729.75,1168.73,7480.02
723,425,21,5,728.26,364.79,3276.51
724,425,71,3,213.46,6.88,633.5
725,425,61,2,736.96,201.57,1272.35
726,425,21,3,728.26,20.35,2164.43
727,426,36,3,1022.7,414.55,2653.55
728,426,72,4,1767.87,1078.11,5993.37
729,427,35,5,1098.56,87.07,5405.73
730,427,63,4,244.65,50.32,928.28
731,428,49,2,95.67,22.84,168.5
732,429,13,3,1357.26,395.84,3675.94
733,429,34,-1,203.8,28.71,175.09
734,430,36,2,1022.7,321.83,1723.57
735,430,57,5,584.3,539.4,2382.1
736,431,27,3,508.96,63.83,1463.05
737,432,48,4,596.07,211.21,2173.07
738,432,89,1,1331.29,192.74,1138.55
739,433,58,3,442.47,110.14,1217.27
740,434,90,4,378.95,64.61,1451.19
741,435,1,1,1179.24,155.78,1023.46
742,436,71,5,213.46,182.05,885.25
743,436,2,1,860.63,71.59,789.04
744,437,52,1,629.07,21.52,607.55
745,438,93,1,712.79,118.97,593.82
746,439,5,3,1239.66,252.12,3466.86
747,440,42,5,714.2,690.64,2880.36
748,441,62,4,1461.17,701.86,5142.82
749,441,97,4,645.35,514.57,2066.83
750,441,65,3,183.7,41.45,509.65
751,441,40,4,321.31,222.32,1062.92
752,442,54,1,1358.6,212.04,1146.56
753,442,67,2,944.94,188.48,1701.4
754,443,49,1,95.67,7.06,88.61
755,443,43,3,1508.03,823.83,3700.26
756,444,42,1,714.2,37.52,676.68
757,444,96,2,726.43,181.36,1271.5
758,444,81,1,962.42,102.02,860.4
759,445,57,5,584.3,384.43,2537.07
760,446,57,1,584.3,34.28,550.02
761,446,38,2,1537.97,537.73,2538.21
762,447,2,1,860.63,73.87,786.76
763,448,29,5,511.9,383.02,2176.48
764,449,,4,274.68,172.15,926.57
765,450,,3,804.2,365.64,2046.96
766,450,58,4,442.47,195.96,1573.92
767,451,81,4,962.42,709.09,3140.59
768,452,93,2,712.79,227.63,1197.95
769,453,2,5,860.63,684.67,3618.48
770,454,69,2,401.37,31.51,771.23
771,454,7,5,664.72,450.59,2873.01
772,455,37,4,1087.4,546.35,3803.25
773,455,70,1,1150.5,20.85,1129.65
774,9572,8,5,750.16,162.17,3588.63
775,456,85,1,1350.75,213.99,1136.76
776,457,92,2,230.09,42.12,418.06
777,457,80,1,849.32,54.02,795.3
778,458,74,4,1271.91,891.31,4196.33
779,459,7,2,664.72,207.54,1121.9
780,460,8,5,750.16,111.15,3639.65
781,461,3,-4,100.53,49.42,352.7
782,461,27,5,508.96,253.47,2291.33
783,461,37,1,1087.4,164.13,923.27
784,462,37,2,1087.4,370.43,1804.37
785,463,,1,381.0,17.16,363.84
786,464,90,4,378.95,269.08,1246.72
787,464,48,5,596.07,474.95,2505.4
788,465,41,5,159.2,130.77,665.23
789,465,74,1,1271.91,40.65,1231.26
790,465,88,1,1687.23,108.2,1579.03
791,466,,4,714.2,187.64,2669.16
792,466,37,2,1087.4,210.83,1963.97
793,467,21,3,728.26,137.52,2047.26
794,468,48,1,596.07,13.96,582.11
795,469,61,3,736.96,5.95,2204.93
796,469,16,5,274.68,174.45,1198.95
797,470,3,1,100.53,9.9,90.63
798,471,55,5,522.63,315.52,2297.63
799,472,19,4,259.64,116.68,921.88
800,472,79,2,221.22,3.72,438.72
801,473,7,3,664.72,164.63,1829.53
802,474,16,2,274.68,52.43,496.93
803,474,69,1,401.37,45.55,355.82
804,474,39,2,1786.03,691.49,2880.57
805,475,41,5,159.2,155.21,640.79
806,475,5,5,1239.66,723.54,5474.76
807,476,14,5,1027.55,460.08,4677.67
808,476,87,-1,1125.48,28.98,1096.5
809,477,67,5,944.94,596.59,4128.11
810,478,79,2,221.22,43.86,398.58
811,479,56,4,381.0,130.68,1393.32
812,479,6,2,1083.61,201.17,1966.05
813,480,4,3,1062.58,130.8,3056.94
814,481,19,2,259.64,19.72,499.56
815,481,75,5,663.01,112.53,3202.52
816,482,51,2,861.82,35.96,1687.68
817,482,53,2,585.07,94.49,1075.65
818,9793,55,5,522.63,495.16,2117.99
819,484,88,5,1687.23,106.79,8329.36
820,484,21,3,728.26,75.09,2109.69
821,485,10,4,716.95,342.29,2525.51
822,485,59,5,804.2,356.15,3664.85
823,486,1,5,1179.24,643.95,5252.25
824,486,59,5,804.2,461.22,3559.78
825,487,33,4,889.89,640.77,2918.79
826,488,50,1,676.46,24.73,651.73
827,488,91,4,365.88,218.85,1244.67
828,489,82,3,89.53,11.96,256.63
829,489,28,4,750.38,314.58,2686.94
830,490,14,2,1027.55,171.92,1883.18
831,491,43,3,1508.03,440.29,4083.8
832,491,92,1,230.09,13.06,217.03
833,491,50,2,676.46,73.08,1279.84
834,492,64,5,633.38,100.74,3066.16
835,492,62,4,1461.17,508.14,6212.65
836,492,92,-4,230.09,46.58,873.78
837,493,18,1,364.51,43.73,320.78
838,493,81,2,962.42,121.69,1803.15
839,493,55,4,522.63,189.99,1900.53
840,493,18,4,364.51,137.69,1320.35
841,494,14,2,1027.55,212.4,1842.7
842,494,69,5,401.37,87.75,1919.1
843,495,68,4,320.42,35.33,1246.35
844,495,54,2,1358.6,305.95,2411.25
845,496,35,5,1098.56,56.91,5435.89
846,497,75,2,663.01,108.84,1167.9
847,498,55,4,522.63,360.31,1730.21
848,9611,78,1,657.41,74.49,582.92
849,500,76,3,452.28,83.83,1273.01
850,500,61,5,736.96,640.63,3044.17
851,500,39,-2,1786.03,574.67,2997.39
852,501,87,5,1125.48,642.21,4985.19
853,502,26,2,1323.88,57.72,2590.04
854,503,6,4,1083.61,51.25,4283.19
855,503,16,4,274.68,20.48,1078.24
856,503,3,4,100.53,21.69,380.43
857,504,74,3,1271.91,582.12,3233.61
858,505,41,2,159.2,18.11,300.29
859,506,21,5,728.26,272.38,3368.92
860,507,69,4,401.37,110.25,1495.23
861,507,95,2,1228.84,29.16,2428.52
862,507,68,2,320.42,97.75,543.09
863,507,94,2,1439.69,11.79,2867.59
864,508,91,3,365.88,64.74,1032.9
865,509,40,3,321.31,130.92,833.01
866,509,94,3,1439.69,758.56,3560.51
867,510,82,4,89.53,51.52,306.6
868,511,28,3,750.38,46.27,2204.87
869,511,10,1,716.95,4.62,712.33
870,511,66,2,1042.3,241.37,1843.23
871,512,55,3,522.63,158.65,1409.24
872,512,24,3,1647.82,509.89,4433.57
873,513,47,5,552.03,410.37,2349.78
874,513,15,2,813.74,323.51,1303.97
875,514,89,1,1331.29,136.89,1194.4
876,514,31,5,205.2,67.47,958.53
877,514,84,3,1628.79,837.41,4048.96
878,515,20,5,1432.36,234.25,6927.55
879,515,20,1,1432.36,278.49,1153.87
880,515,71,5,213.46,124.58,942.72
881,516,4,4,1062.58,21.37,4228.95
882,517,86,2,183.67,13.63,353.71
883,9787,26,2,1323.88,226.34,2421.42
884,518,33,4,889.89,28.54,3531.02
885,518,57,5,584.3,540.25,2381.25
886,519,76,5,452.28,196.59,2064.81
887,520,36,3,1022.7,66.04,3002.06
888,521,,5,442.47,67.97,2144.38
889,521,54,3,1358.6,85.31,3990.49
890,521,58,5,442.47,367.77,1844.58
891,522,27,1,508.96,99.35,409.61
892,523,39,4,1786.03,470.75,6673.37
893,524,49,3,95.67,36.19,250.82
894,524,22,4,692.87,292.86,2478.62
895,524,67,-4,944.94,42.64,3737.12
896,525,,1,1628.79,284.9,1343.89
897,525,28,4,750.38,501.06,2500.46
898,526,88,2,1687.23,478.44,2896.02
899,526,24,2,1647.82,260.5,3035.14
900,527,45,2,383.12,102.42,663.82
901,527,4,4,1062.58,276.42,3973.9
902,528,78,3,657.41,319.19,1653.04
903,529,87,5,1125.48,1093.06,4534.34
904,530,36,1,1022.7,197.56,825.14
905,531,10,3,716.95,193.78,1957.07
906,531,83,4,195.65,9.2,773.4
907,531,16,1,274.68,51.51,223.17
908,532,75,1,663.01,36.32,626.69
909,533,52,4,629.07,345.38,2170.9
910,533,35,-2,1098.56,119.57,2077.55
911,534,59,4,804.2,446.74,2770.06
912,535,47,4,552.03,389.69,1818.43
913,535,11,1,1165.56,78.69,1086.87
914,535,93,2,712.79,68.8,1356.78
915,536,16,3,274.68,115.86,708.18
916,536,,2,1508.03,512.59,2503.47
917,537,38,-2,1537.97,334.15,2741.79
918,538,20,5,1432.36,289.9,6871.9
919,538,8,4,750.16,66.95,2933.69
920,538,29,4,511.9,347.01,1700.59
921,539,74,4,1271.91,450.83,4636.81
922,540,5,5,1239.66,1152.99,5045.31
923,541,20,2,1432.36,346.68,2518.04
924,541,70,5,1150.5,357.77,5394.73
925,541,20,3,1432.36,668.35,3628.73
926,542,56,2,381.0,68.12,693.88
927,542,5,5,1239.66,883.91,5314.39
928,543,3,1,100.53,16.33,84.2
929,543,20,1,1432.36,18.8,1413.56
930,543,36,1,1022.7,109.57,913.13
931,543,40,5,321.31,206.46,1400.09
932,544,42,1,714.2,81.12,633.08
933,545,73,4,1192.78,609.45,4161.67
934,546,79,1,221.22,16.13,205.09
935,546,3,1,100.53,5.54,94.99
936,547,8,3,750.16,307.12,1943.36
937,547,33,2,889.89,176.03,1603.75
938,548,88,2,1687.23,292.91,3081.55
939,549,87,1,1125.48,144.17,981.31
940,549,40,1,321.31,27.56,293.75
941,549,98,4,1343.69,736.17,4638.59
942,549,61,1,736.96,82.12,654.84
943,550,87,1,1125.48,57.39,1068.09
944,551,62,-2,1461.17,166.5,2755.84
945,552,67,4,944.94,69.82,3709.94
946,552,88,3,1687.23,618.31,4443.38
947,553,76,3,452.28,234.42,1122.42
948,553,5,1,1239.66,2.48,1237.18
949,554,18,2,364.51,64.6,664.42
950,554,74,3,1271.91,648.93,3166.8
951,555,48,3,596.07,70.99,1717.22
952,556,16,1,274.68,17.21,257.47
953,556,87,3,1125.48,587.56,2788.88
954,557,32,2,171.88,62.27,281.49
955,558,16,4,274.68,70.23,1028.49
956,559,31,3,205.2,86.02,529.58
957,9202,56,3,381.0,215.6,927.4
958,560,2,4,860.63,488.46,2954.06
959,561,40,5,321.31,54.84,1551.71
960,561,67,4,944.94,141.5,3638.26
961,561,94,4,1439.69,26.83,5731.93
962,561,65,4,183.7,106.39,628.41
963,562,18,4,364.51,41.88,1416.16
964,562,59,3,804.2,409.75,2002.85
965,562,58,1,442.47,87.45,355.02
966,563,57,4,584.3,432.32,1904.88
967,564,95,4,1228.84,88.23,4827.13
968,565,89,3,1331.29,198.23,3795.64
969,565,23,2,887.05,232.31,1541.79
970,566,58,3,442.47,224.34,1103.07
971,566,37,3,1087.4,74.23,3187.97
972,566,2,5,860.63,830.25,3472.9
973,567,17,5,286.25,161.95,1269.3
974,567,72,4,1767.87,62.74,7008.74
975,568,44,1,753.2,5.56,747.64
976,568,79,2,221.22,6.25,436.19
977,569,24,4,1647.82,668.16,5923.12
978,570,25,1,1729.75,124.64,1605.11
979,571,81,1,962.42,132.16,830.26
980,9989,70,5,1150.5,670.09,5082.41
981,572,98,5,1343.69,1257.67,5460.78
982,573,37,5,1087.4,809.63,4627.37
983,574,66,1,1042.3,105.81,936.49
984,574,35,2,1098.56,352.51,1844.61
985,574,92,4,230.09,182.89,737.47
986,574,10,5,716.95,54.43,3530.32
987,575,31,1,205.2,31.65,173.55
988,576,92,3,230.09,24.38,665.89
989,577,96,4,726.43,162.3,2743.42
990,577,14,1,1027.55,32.78,994.77
991,578,17,2,286.25,12.24,560.26
992,579,91,2,365.88,127.13,604.63
993,580,41,5,159.2,129.26,666.74
994,581,59,2,804.2,282.05,1326.35
995,582,6,1,1083.61,210.99,872.62
996,583,29,4,511.9,355.23,1692.37
997,584,5,2,1239.66,14.83,2464.49
998,584,77,3,1121.7,3.29,3361.81
999,585,31,4,205.2,5.89,814.91
1000,585,96,3,726.43,158.85,2020.44
1001,585,27,3,508.96,69.84,1457.04
1002,586,17,3,286.25,167.31,691.44
1003,587,32,1,171.88,30.2,141.68
1004,588,85,2,1350.75,15.84,2685.66
1005,589,20,3,1432.36,838.33,3458.75
1006,589,81,4,962.42,319.43,3530.25
1007,589,85,5,1350.75,1291.23,5462.52
1008,590,65,1,183.7,25.81,157.89
1009,591,47,1,552.03,10.22,541.81
1010,592,3,2,100.53,23.22,177.84
1011,593,87,3,1125.48,262.36,3114.08
1012,9384,98,5,1343.69,28.56,6689.89
1013,594,78,-1,657.41,53.38,604.03
1014,594,5,4,1239.66,961.02,3997.62
1015,595,60,4,1338.31,678.79,4674.45
1016,595,21,2,728.26,196.23,1260.29
1017,595,78,4,657.41,181.85,2447.79
1018,596,22,-1,692.87,19.7,673.17
1019,596,11,1,1165.56,193.11,972.45
1020,597,12,3,867.01,151.62,2449.41
1021,597,88,5,1687.23,1578.58,6857.57
1022,598,46,1,371.49,71.12,300.37
1023,598,55,5,522.63,182.97,2430.18
1024,599,58,2,442.47,105.04,779.9
1025,600,67,2,944.94,98.68,1791.2
1026,601,6,2,1083.61,362.38,1804.84
1027,602,22,2,692.87,100.61,1285.13
1028,603,96,1,726.43,65.39,661.04
1029,604,9,4,166.98,49.42,618.5
1030,605,45,5,383.12,102.74,1812.86
1031,605,97,5,645.35,479.43,2747.32
1032,606,70,2,1150.5,368.78,1932.22
1033,606,18,1,364.51,56.97,307.54
1034,607,62,4,1461.17,303.59,5541.09
1035,607,72,3,1767.87,977.66,4325.95
1036,607,40,2,321.31,102.09,540.53
1037,608,75,5,663.01,586.2,2728.85
1038,608,43,1,1508.03,75.67,1432.36
1039,608,2,2,860.63,63.91,1657.35
1040,609,16,5,274.68,209.46,1163.94
1041,609,45,2,383.12,81.23,685.01
1042,609,44,2,753.2,4.55,1604.42
1043,610,72,5,1767.87,511.81,8327.54
1044,611,90,1,378.95,44.09,334.86
1045,611,13,5,1357.26,621.89,6164.41
1046,612,91,3,365.88,5.38,1092.26
1047,613,59,4,804.2,302.91,2913.89
1048,614,96,3,726.43,180.08,1999.21
1049,614,73,4,1192.78,171.81,4599.31
1050,615,30,4,71.26,43.1,241.94
1051,616,42,4,714.2,231.69,2625.11
1052,616,9,2,166.98,20.58,313.38
1053,616,20,5,1432.36,1117.49,6044.31
1054,616,96,4,726.43,19.41,2886.31
1055,617,21,3,728.26,81.31,2103.47
1056,617,28,4,750.38,149.71,2851.81
1057,618,10,2,716.95,98.78,1335.12
1058,619,16,1,274.68,5.97,268.71
1059,620,33,4,889.89,383.49,3176.07
1060,621,42,3,714.2,340.03,1802.57
1061,622,13,4,1357.26,555.78,4873.26
1062,623,2,5,860.63,747.18,3555.97
1063,623,16,3,274.68,90.15,733.89
1064,624,56,1,381.0,39.55,341.45
1065,625,88,5,1687.23,63.69,8372.46
1066,626,72,5,1767.87,1382.03,7457.32
1067,626,70,4,1150.5,200.21,4401.79
1068,627,67,1,944.94,35.9,909.04
1069,627,96,-1,726.43,44.39,682.04
1070,628,30,3,71.26,24.27,189.51
1071,628,24,4,1647.82,260.47,6330.81
1072,629,94,4,1439.69,747.46,5011.3
1073,630,72,1,1767.87,128.62,1639.25
1074,630,69,2,401.37,5.49,797.25
1075,631,32,5,171.88,53.44,805.96
1076,9163,20,5,1432.36,706.32,6455.48
1077,632,66,1,1042.3,0.79,1041.51
1078,633,68,5,320.42,214.43,1387.67
1079,634,73,2,1192.78,449.33,1936.23
1080,634,24,4,1647.82,851.92,5739.36
1081,634,41,2,159.2,52.7,265.7
1082,635,6,4,1083.61,145.11,4189.33
1083,635,44,4,753.2,481.91,2530.89
1084,636,89,4,1331.29,530.7,4794.46
1085,637,36,1,1022.7,173.61,849.09
1086,637,21,1,728.26,143.79,584.47
1087,637,65,3,183.7,44.38,506.72
1088,637,90,1,378.95,36.35,342.6
1089,638,91,4,365.88,285.16,1178.36
1090,639,53,5,585.07,332.91,2592.44
1091,639,90,4,378.95,179.98,1335.82
1092,640,87,2,1125.48,214.12,2036.84
1093,640,65,3,183.7,38.97,512.13
1094,641,18,5,364.51,100.81,1721.74
1095,642,66,2,1042.3,183.37,1901.23
1096,642,80,4,849.32,25.5,3171.37
1097,642,64,1,633.38,19.69,613.69
1098,643,72,5,1767.87,1614.04,7225.31
1099,643,57,4,584.3,97.38,2239.82
1100,643,93,1,712.79,43.34,669.45
1101,643,71,1,213.46,21.88,191.58
1102,644,14,5,1027.55,848.27,4289.48
1103,644,96,5,726.43,150.36,3481.79
1104,645,87,4,1125.48,715.21,3786.71
1105,646,48,4,596.07,173.79,2210.49
1106,646,72,1,1767.87,343.87,1424.0
1107,646,44,4,753.2,35.74,2977.06
1108,647,37,1,1087.4,11.05,1076.35
1109,647,15,4,813.74,571.96,2683.0
1110,648,49,4,95.67,1.6,381.08
1111,649,76,1,452.28,46.16,406.12
1112,650,80,4,849.32,222.96,3174.32
1113,651,25,3,1729.75,804.15,4385.1
1114,652,81,3,962.42,351.09,2536.17
1115,652,70,1,1150.5,118.25,1032.25
1116,653,25,4,1729.75,1357.69,5561.31
1117,653,96,4,726.43,70.28,2835.44
1118,654,84,5,1628.79,339.26,7804.69
1119,655,88,2,1687.23,57.21,3317.25
1120,655,57,5,584.3,356.91,2564.59
1121,655,97,5,645.35,313.07,2913.68
1122,656,68,2,320.42,56.66,584.18
1123,657,31,4,205.2,79.73,741.07
1124,658,89,2,1331.29,395.86,2266.72
1125,658,28,4,750.38,47.76,2953.76
1126,659,17,1,286.25,47.95,238.3
1127,660,89,3,1331.29,720.62,3273.25
1128,660,76,4,452.28,146.06,1663.06
1129,661,70,5,1150.5,490.61,5261.89
1130,662,62,5,1461.17,619.36,6686.49
1131,662,89,2,1331.29,172.3,2490.28
1132,663,38,3,1537.97,430.45,4183.46
1133,663,44,2,753.2,144.74,1361.66
1134,664,71,4,213.46,47.35,806.49
1135,9459,79,1,221.22,41.22,180.0
1136,665,4,2,1062.58,133.52,1991.64
1137,665,3,5,100.53,65.56,437.09
1138,665,61,3,736.96,13.0,2197.88
1139,666,23,3,887.05,209.53,2451.62
1140,666,62,3,1461.17,677.86,3705.65
1141,667,9,5,166.98,67.34,767.56
1142,667,53,1,585.07,47.24,537.83
1143,668,31,1,205.2,38.51,166.69
1144,668,79,5,221.22,93.22,1012.88
1145,669,63,4,244.65,5.93,972.67
1146,670,33,5,889.89,578.29,3871.16
1147,671,70,1,1150.5,195.09,955.41
1148,672,,5,728.26,6.66,3634.64
1149,672,32,4,171.88,44.19,643.33
1150,672,77,1,1121.7,8.6,1113.1
1151,673,18,3,364.51,3.19,1090.34
1152,673,42,5,714.2,492.45,3078.55
1153,673,12,2,867.01,166.6,1567.42
1154,674,31,2,205.2,19.62,390.78
1155,675,71,3,213.46,32.85,607.53
1156,676,86,2,183.67,64.96,302.38
1157,676,54,3,1358.6,53.25,4022.55
1158,676,63,2,244.65,65.41,423.89
1159,677,48,3,596.07,100.66,1687.55
1160,677,98,5,1343.69,376.83,6341.62
1161,677,87,1,1125.48,17.14,1108.34
1162,677,66,5,1042.3,119.37,5092.13
1163,678,82,3,89.53,44.35,224.24
1164,678,69,4,401.37,258.84,1346.64
1165,678,98,2,1343.69,420.4,2266.98
1166,679,32,3,171.88,79.88,435.76
1167,679,41,1,159.2,11.92,147.28
1168,679,98,3,1343.69,541.47,3489.6
1169,680,79,1,221.22,29.28,191.94
1170,681,76,4,452.28,79.07,1730.05
1171,682,35,4,1098.56,271.89,4122.35
1172,9598,71,1,213.46,29.37,184.09
1173,683,94,2,1439.69,61.89,2817.49
1174,684,44,2,753.2,175.29,1331.11
1175,685,24,5,1647.82,262.1,7977.0
1176,685,91,3,365.88,155.18,942.46
1177,686,78,4,657.41,195.37,2434.27
1178,686,30,5,71.26,17.31,338.99
1179,687,70,5,1150.5,584.99,5167.51
1180,688,2,5,860.63,292.71,4010.44
1181,688,67,2,944.94,4.58,1885.3
1182,688,81,5,962.42,824.99,3987.11
1183,689,58,3,442.47,90.65,1236.76
1184,689,60,1,1338.31,239.81,1098.5
1185,690,46,5,371.49,167.91,1689.54
1186,690,17,1,286.25,27.8,258.45
1187,691,75,1,663.01,117.57,545.44
1188,691,34,5,203.8,51.23,967.77
1189,692,33,3,889.89,6.96,2662.71
1190,692,70,-5,1150.5,861.72,4890.78
1191,693,24,5,1647.82,1122.38,7116.72
1192,694,56,1,381.0,74.58,306.42
1193,694,9,1,166.98,16.32,150.66
1194,694,18,1,364.51,39.64,324.87
1195,695,1,1,1179.24,173.7,1005.54
1196,696,73,1,1192.78,14.17,1178.61
1197,697,90,3,378.95,47.93,1088.92
1198,698,31,1,205.2,16.33,188.87
1199,698,95,3,1228.84,726.61,2959.91
1200,698,56,4,381.0,292.42,1231.58
1201,699,33,1,889.89,96.71,793.18
1202,700,61,5,736.96,596.9,3087.9
1203,700,59,1,804.2,118.19,686.01
1204,701,70,3,1150.5,313.77,3137.73
1205,701,29,4,511.9,257.36,1790.24
1206,702,63,5,244.65,239.06,984.19
1207,703,81,2,962.42,285.76,1639.08
1208,9323,41,2,159.2,13.83,304.57
1209,704,4,3,1062.58,390.1,2797.64
1210,704,4,2,1062.58,166.89,1958.27
1211,704,91,5,365.88,158.85,1670.55
1212,705,11,1,1165.56,109.82,1055.74
1213,706,45,5,383.12,62.78,1852.82
1214,706,88,2,1687.23,584.17,2790.29
1215,706,34,5,203.8,190.19,828.81
1216,707,92,4,230.09,162.08,758.28
1217,707,39,2,1786.03,42.92,3529.14
1218,708,13,2,1357.26,241.71,2503.28
1219,709,85,4,1350.75,1079.78,4323.22
1220,709,43,2,1508.03,562.26,2453.8
1221,709,58,1,442.47,82.83,359.64
1222,709,95,3,1228.84,74.36,3612.16
1223,710,73,3,1192.78,137.0,3441.34
1224,711,49,5,95.67,55.77,422.58
1225,712,74,3,1271.91,67.49,3748.24
1226,713,32,4,171.88,101.7,585.82
1227,713,46,1,371.49,50.44,321.05
1228,714,79,4,221.22,128.91,755.97
1229,715,63,2,244.65,32.96,456.34
1230,716,91,3,365.88,150.75,946.89
1231,716,38,1,1537.97,121.05,1416.92
1232,717,3,4,100.53,14.89,387.23
1233,717,53,4,585.07,25.07,2315.21
1234,717,69,1,401.37,28.21,373.16
1235,718,27,4,508.96,101.66,1934.18
1236,718,57,5,584.3,367.52,2553.98
1237,718,90,3,378.95,21.39,1115.46
1238,719,31,1,205.2,25.33,179.87
1239,719,51,5,861.82,203.61,4105.49
1240,720,43,1,1508.03,126.86,1381.17
1241,721,20,4,1432.36,160.26,5569.18
1242,722,13,2,1357.26,363.97,2350.55
1243,723,1,3,1179.24,564.24,2973.48
1244,724,55,3,522.63,224.22,1343.67
1245,724,67,3,944.94,532.99,2301.83
1246,724,60,1,1338.31,66.26,1272.05
1247,724,83,4,195.65,4.56,778.04
1248,725,34,3,203.8,86.72,524.68
1249,725,67,3,944.94,65.22,2769.6
1250,725,64,5,633.38,489.62,2677.28
1251,726,17,3,286.25,62.23,796.52
1252,726,50,1,676.46,89.75,586.71
1253,726,90,3,378.95,70.8,1066.05
1254,727,5,1,1239.66,72.62,1167.04
1255,727,11,2,1165.56,386.18,1944.94
1256,728,72,1,1767.87,238.38,1529.49
1257,729,14,3,1027.55,237.47,2845.18
1258,730,13,4,1357.26,305.96,5123.08
1259,730,1,2,1179.24,13.58,2344.9
1260,730,22,5,692.87,440.12,3024.23
1261,731,72,3,1767.87,34.94,5268.67
1262,732,82,3,89.53,29.82,238.77
1263,732,50,3,676.46,170.38,1493.26
1264,732,,1,1062.58,183.4,790.36
1265,733,59,5,804.2,123.67,3897.33
1266,733,93,2,712.79,14.57,1411.01
1267,733,70,1,1150.5,207.01,943.49
1268,734,60,4,1338.31,1011.51,4341.73
1269,734,90,1,378.95,73.94,339.0
1270,735,18,5,364.51,241.73,1580.82
1271,736,72,4,1767.87,306.42,6765.06
1272,737,26,5,1323.88,771.33,5848.07
1273,737,79,3,221.22,46.61,617.05
1274,737,31,3,205.2,44.72,570.88
1275,738,29,3,511.9,122.86,1412.84
1276,738,11,5,1165.56,31.17,5796.63
1277,739,20,5,1432.36,586.38,6575.42
1278,739,87,5,1125.48,335.01,5292.39
1279,740,60,5,1338.31,1044.88,5646.67
1280,741,70,1,1150.5,186.29,964.21
1281,741,66,3,1042.3,210.87,2916.03
1282,741,6,1,1083.61,124.9,958.71
1283,742,95,5,1228.84,1032.58,5111.62
1284,743,82,1,89.53,6.37,83.16
1285,744,98,3,1343.69,359.86,3671.21
1286,745,90,3,378.95,198.55,938.3
1287,745,77,1,1121.7,0.32,1121.38
1288,745,49,2,95.67,10.45,180.89
1289,745,62,1,1461.17,1.36,1459.81
1290,746,58,2,442.47,54.56,830.38
1291,746,61,4,736.96,529.16,2418.68
1292,746,32,1,171.88,32.45,139.43
1293,747,80,1,849.32,145.85,703.47
1294,748,59,3,804.2,302.81,2109.79
1295,749,87,-2,1125.48,70.63,2180.33
1296,750,28,4,750.38,595.9,2405.62
1297,751,58,3,442.47,193.18,1134.23
1298,752,70,3,1150.5,16.89,3434.61
1299,753,22,4,692.87,171.77,2599.71
1300,754,46,3,371.49,90.32,1024.15
1301,755,,5,364.51,96.78,1725.77
1302,755,16,3,274.68,61.29,762.75
1303,756,78,3,657.41,255.9,1716.33
1304,757,83,4,195.65,133.9,648.7
1305,758,68,1,320.42,42.63,277.79
1306,9110,59,4,804.2,462.45,2754.35
1307,759,90,4,378.95,89.28,1426.52
